上山批次	name	en	color	bg	level	metaphor1	metaphor1Text	metaphor2	metaphor2Text	history1	history1_1	history2	history2_1	mammel_repre	bird_repre	reptiles_repre	amphibian_repre	insect_repre	mammal	bird	reptiles	amphibian	insect	others	active	city	journal	height	level	season	sprint 錯字請訂正3遍	summer	fall	winter	note	application	application1	application2	application3	hikinglink	picture1		text1	picture2		text2	picture3		text3	picture4		text4	picture5		text5	picture6		text6	picture7		text7	picture8		text8	picture9		text9	picture10		text10	trail
第一波	太平山	taipingshan	orange	bgOrange	橘	美	太平山中的見晴懷古步道為全台唯一被美國CNN評點為「全球最美28條小路之一」，其最知名的重點路段為懸空架高的火車舊軌道遺跡。	和平	太平山的「太平」，有「天下太平」之意，且 2018 年起設有全世界第一條寂靜山徑－翠峰湖環山步道，步入這條山徑的遊客，皆會保持崇敬、莊嚴之態度。	"太平山一帶原被泰雅人稱為「眠腦」，意指一片森林茂密的地方和蓊鬱的綠；1915年，日本人根據此意涵，將其譯為太平山，有期許國運昌隆、欣欣向榮之意。
太平山早期為台灣三大林場之一，後於 1983 年轉型為森林遊樂區，園區內仍保留鐵軌、流籠等文化財產，讓遊客能藉此更了解其歷史。"		全民女神的魅力	"過去在太平山上工作的林場人員、校長等，雖然住在山上，但祭祀的卻是海神「媽祖」。
需從山上至平地迎接回山上，膜拜完後，再沿原路途送回海邊，可見媽祖的影響力不容小覷。"	"臺灣黑熊
1000-2000m山代表"	"冠羽畫眉
1000-2000m山代表"	"呂氏攀蜥
1000-2000m山代表"	"莫氏樹蛙
1000-2000m山代表"	"臺灣長臂金龜
1000-2000m山代表"	黃喉貂（常）、白鼻心（常）、食蟹獴（亞）	綠啄木（常）、白頭鶇（常）、帝雉（常）	呂氏攀蜥（特）、菊池氏龜殼花（特、保）、王錦蛇（常）	日本樹蛙（常）、莫氏樹蛙（常）、腹斑蛙（常）	寬尾鳳蝶（特）、夸父綠小灰蝶（特）、玉帶鳳蝶（常）	"台灣山毛櫸是台灣特有種夸父綠小灰蝶幼蟲的唯一寄主食物，
5～6月限定機會觀賞。"	5,6	宜蘭縣	one	middle	當天來回＆1000m-3000m	1,1,1,1	1	1	1	1		1,0,0	1	0	0	https://mountain.cpami.gov.tw/	taipingshan1	taipingshan1: [taipingshan1webp, taipingshan1],	/ 步道為過去運材軌道 / 攝影：劉利宏 /	taipingshan2	taipingshan2: [taipingshan2webp, taipingshan2],	/ 舊時鐵道遺跡 / 攝影：@miumiu8866 / 		: [webp, ],			: [webp, ],			: [webp, ],			: [webp, ],			: ,			: ,			: ,			: ,		https://hikingbook.net/trails/r3FdVMM8ShmWXEdaz90ZlPw
第一波	奮起湖大凍山	fenqihudadongshan	orange	bgOrange	橘	划算	相較於「阿里山」及「祝山」只出現一下下的日出，奮起湖大凍山因為相對距離之仰角，因此可以看到長達 200 秒的日出，追日超划算！	有靈性	大凍山的起點處有一座「觀音石」，據說原本上頭有一部分像是觀音站立的樣子因而命名。	奮起湖大凍山，又稱「大凍山」、「糞箕山」、「畚箕山」，其別名主要來自當地地名「奮起湖」之舊名。		撞名的小百岳	"全台一共有三座大「ㄉㄨㄥˋ 」山，分別位於
新北市樹林區「大棟山」、嘉義縣竹崎鄉「大凍山」、台南市白河區「大凍山」，且三座山同時屬於小百岳哦！"	"臺灣黑熊
1000-2000m山代表"	"冠羽畫眉
1000-2000m山代表"	"呂氏攀蜥
1000-2000m山代表"	"莫氏樹蛙
1000-2000m山代表"	"臺灣長臂金龜
1000-2000m山代表"	大赤鼯鼠（常）	五色鳥 （常）、黃胸藪眉（常）、山紅頭（常）	斯文豪氏攀蜥（特）、過山刀（常）、赤尾青竹絲（常）	莫氏樹蛙（常）、梭德氏赤蛙（常）	琉璃紋鳳蝶（常）、枯葉蛾（常）、白波紋小灰蝶（常）	全年皆舒適宜人，山頂有360度展望，可以看到玉山群峰、塔山群峰。	all	嘉義縣	one	middle	當天來回＆1000m-3000m	1,1,1,1	1	1	1	1		0,0,0	0	0	0	https://mountain.cpami.gov.tw/	fenqihudadongshan1	fenqihudadongshan1: [fenqihudadongshan1webp, fenqihudadongshan1],	/ 奮起湖大凍山景色 / 攝影：李奕潔 /		: [webp, ],			: [webp, ],			: [webp, ],			: [webp, ],			: [webp, ],			: ,			: ,			: ,			: ,		https://hikingbook.net/trails/4HbNKfmKRcejd90IeHMqj91A
第二波	太麻里山	taimalishan	orange	bgOrange	橘	女人	太麻里山頂有一景點「雙乳峰」，由來有兩說法：一為併排的兩座山頂遠看似雙乳而得名；另一為兩山峰上各有一座涼亭，中間的馬路為事業線，而得其名。	忘憂	因金針花的別名為「忘憂花」，而太麻里山布滿了金針花，因而得一景點名為「忘憂谷」。	大麻里，在排灣族語中意指「太陽照耀的肥沃土地」，因臨近太麻里且同樣盛產金針花而得其名，也有人稱其為「金針山」。		觀海驚見人體導航？	某次警方接獲報案，有一女子隻身騎車前往金針山想一探在地「觀海樓」的絕景，查詢 google 地圖卻定位不到景點，忽然瞥見一白衣女子坐在一旁大石上，上前向其問路，獲答沿著河床直走就到了，順著引路走卻發現愈來偏僻，後天色漸暗、搞不清方向，嚇得報案求援，後由警方護送下山。	"臺灣黑熊
1000-2000m山代表"	"冠羽畫眉
1000-2000m山代表"	"呂氏攀蜥
1000-2000m山代表"	"莫氏樹蛙
1000-2000m山代表"	"臺灣長臂金龜
1000-2000m山代表"	臺灣野兔（常）、臺灣鼴鼠（常）、白鼻心（常）	大冠鷲（常）、紅嘴黑鵯（常）、烏頭翁（常）	麗紋石龍子（常）、斯文豪氏攀蜥（特）、印度蜓蜥（常）	褐樹蛙（常）、莫氏樹蛙（常）、拉都希氏赤蛙（常）	寶島波眼蝶（特）、黯眼蛺蝶（常）、臺灣鳳蝶（特）	每年8至10月是賞金針花最佳時期。此外，1~2月可賞櫻、3~4月賞野百合、5~7月賞繡球花，11~12月則可觀賞杏花。	all	台東縣	one	middle	當天來回＆1000m-3000m	1,1,1,1	1	1	1	1		0,0,0	0	0	0	https://mountain.cpami.gov.tw/	taimalishan1	taimalishan1: [taimalishan1webp, taimalishan1],	/ 此處最有名的金針花 / 攝影：黃愛達 / 	taimalishan2	taimalishan2: [taimalishan2webp, taimalishan2],	/ 夏季金針花盛開 / 攝影：黃愛達 / 	taimalishan3	taimalishan3: [taimalishan3webp, taimalishan3],	/ 往西望向南疆聖山—北大武山 / 攝影：黃愛達 / 	taimalishan4	taimalishan4: [taimalishan4webp, taimalishan4],	/ 往東面望向太平洋 / 攝影：黃愛達 / 	taimalishan5	taimalishan5: [taimalishan5webp, taimalishan5],	/ 山頂的三角點 / 攝影：廖妘甄 /	taimalishan6	taimalishan6: [taimalishan6webp, taimalishan6],	/ 欣賞曙光絕佳點 / 攝影：廖妘甄 /		: [webp, ],			: ,			: ,			: ,		https://hikingbook.net/trails/yJrlq491ZSdmUMDNhMM91IJA
第二波	雲嘉大尖山	yunjiadajianshan	orange	bgOrange	橘	香	雲嘉大尖山附近一帶有相當多的茶園，著名的茶為「霧裡茶」，是當地特產的高山茶；除此之外，其山腳下也有咖啡園區，混雜著東西方的飲品香氣。	盡收眼底	位於阿里山山脈西端的雲嘉大尖山，擁有一等三角點，視野極佳，除了可以觀賞茶園，還可眺望玉山、台灣海峽，同時也是觀賞日出、夕陽及雲海的最佳聖地。	因為全台的大尖山有許多座，因此以地理位置命其為「雲嘉大尖山」，俗名為「尖山母山」，又有「華山尖山」、「太平尖山」之別稱。		「尖山」出竹筍？	現今山友爬雲嘉大尖山最熱門路線之一的「挑筍古道」，據說是早期附近一代以種筍維生的村民，前往該區最大的市集－嘉義縣梅山村的必經之路，相當辛苦。	"臺灣黑熊
1000-2000m山代表"	"冠羽畫眉
1000-2000m山代表"	"呂氏攀蜥
1000-2000m山代表"	"莫氏樹蛙
1000-2000m山代表"	"臺灣長臂金龜
1000-2000m山代表"	山羌（常）、白鼻心（常）、台灣獼猴（常）	綠繡眼（常）、五色鳥（常）、紅嘴黑鵯（常）	臭青公（常）、麗紋石龍子（常）、斯文豪氏攀蜥（特）	澤蛙（常）、莫氏樹蛙（常）、艾氏赤蛙（常）	台灣三線蝶（常）、大鳳蝶（常）、薄翅蜻蜓（常）	一年四季均可登山，山視野佳，欣賞日出、夕陽、雲海，夏季午後常有雷陣雨，雨後雲霧飄渺，有如置身仙境。	all	嘉義縣、雲林縣	one	middle	當天來回＆1000m-3000m	1,1,1,1	1	1	1	1		0,0,0	0	0	0	https://mountain.cpami.gov.tw/	yunjiadajianshan1	yunjiadajianshan1: [yunjiadajianshan1webp, yunjiadajianshan1],	/ 過大尖山後的展望 / 攝影：@lencheng0418 /	yunjiadajianshan2	yunjiadajianshan2: [yunjiadajianshan2webp, yunjiadajianshan2],	/ 半山腰的景觀平台 / 攝影：@lencheng0418 /	yunjiadajianshan3	yunjiadajianshan3: [yunjiadajianshan3webp, yunjiadajianshan3],	/ 竹林夾道，清爽怡人 / 攝影：@lencheng0418 /	yunjiadajianshan4	yunjiadajianshan4: [yunjiadajianshan4webp, yunjiadajianshan4],	/ 緩上的階梯步道 / 攝影：@lencheng0418 /		: [webp, ],			: [webp, ],			: [webp, ],			: ,			: ,			: ,		https://hikingbook.net/trails/n91cy7yPwThy7MKowj8ACYw
第一波	東眼山	dongyanshan	orange	bgOrange	橘	包容	"雖有人造林，但因覆蓋良好，山內的兩棲類生態相當豐富。
此外，許多台灣原生的闊葉樹與針葉樹也隨時間茁壯，與人造柳杉林和諧共生，逐漸恢復多樣性。"	耐燒	東眼山上目前仍保有日治時期的木炭窯遺跡，因當時此處被政府作為培育柳杉的林場，而工人會利用被砍除的雜木，燒製木炭另外販售。	東眼山的山名由來有兩說法：	"1. 泰雅族人稱其為「Rgyax-Tongan」，發音近似「東眼」。
2. 東眼山山體渾圓，有人說若從石門水庫阿姆坪遠眺，其外型像向東方眺望的眼睛，故名東眼山。"	曾是海的山？	早期的東眼山位處濱海及淺海一帶，有許多貝類、蝦蟹、有孔蟲類等生物在此活動，經過幾千萬年的累積，這些生物的足跡及遺體藏身於岩石中，成為山與海之間最美妙的連結。	"臺灣黑熊
1000-2000m山代表"	"冠羽畫眉
1000-2000m山代表"	"呂氏攀蜥
1000-2000m山代表"	"莫氏樹蛙
1000-2000m山代表"	"臺灣長臂金龜
1000-2000m山代表"	臺灣獼猴（常）、臺灣野兔（常）、穿山甲（常）	藪鳥（常）、巨嘴鴨（常）、紅頭山雀（常）	南蛇（常）、龜殼花（常）、王錦蛇（常）	翡翠樹蛙（特、保）、台北樹蛙（特、保）、拉都希氏赤蛙（常）	臺灣白條金龜（常）、深山扁鍬形蟲（常）、黃紋三錐象鼻蟲（常）			桃園市	one	middle	當天來回＆1000m-3000m	1,1,1,1	1	1	1	1		1,0,0	1	0	0	https://mountain.cpami.gov.tw/	dongyanshan1	dongyanshan1: [dongyanshan1webp, dongyanshan1],	/ 天氣晴朗的展望 / 攝影：劉啟聰 /	dongyanshan2	dongyanshan2: [dongyanshan2webp, dongyanshan2],	/ 森林裡的步道 / 攝影：劉啟聰 /	dongyanshan3	dongyanshan3: [dongyanshan3webp, dongyanshan3],	/ 起霧時的森林 / 攝影：@cindy231015 /	dongyanshan4	dongyanshan4: [dongyanshan4webp, dongyanshan4],	/ 維護良好的步道階梯 / 攝影：@cindy231015 /		: [webp, ],			: [webp, ],			: ,			: ,			: ,			: ,		https://hikingbook.net/trails/1Y7eqo299Q1S1m6d0R6rwDQ
第一波	都蘭山	doulanshan	orange	bgOrange	橘	團結	普悠瑪在卑南語裡有「團結」之意，而在登山路途中經過的「普悠瑪祭台」，傳說是為了終止阿美族與卑南族族的戰爭所設立的分界線。	藍	都蘭山是藍寶石的故鄉，根據 1984 年台灣礦物局對台灣玉髓進行調查，並列出了藍玉髓主要的五個礦區，其中都蘭山是最主要的礦藏分布地之一。	當地的阿美族人稱此山為「都蘭的山」，而都蘭（原名都攣，A’tolan）在阿美族語中為石頭堆積之處，而後延伸名為「都蘭山」，阿美族人心目中的聖山，也是藍寶石的故鄉。		永生的兄弟情	"一對兄弟和族人渡海來台在猴子山上岸，兄弟倆在山中找尋食物時，弟弟提議從高處互推巨石，誰能接住就證明誰的力氣較大。
而哥哥趁弟弟不備之際將巨石推下，意外壓死了弟弟。最後，弟弟化為都蘭山靈，而愧疚的哥哥在死後，也化作星星，照亮著都蘭的夜空，共同守護著族人。"	"臺灣黑熊
1000-2000m山代表"	"冠羽畫眉
1000-2000m山代表"	"呂氏攀蜥
1000-2000m山代表"	"莫氏樹蛙
1000-2000m山代表"	"臺灣長臂金龜
1000-2000m山代表"	臺灣獼猴（常）、山羌（常）、白鼻心（常）	黑枕藍鶲（常）、台灣山鷓鴣（特）、綠畫眉（常）	百步蛇（常）、王錦蛇（常）、斯文豪氏攀蜥（特）	太田樹蛙（常）、褐樹蛙（特）、拉都希氏赤蛙（常）	台灣黑星小灰蝶（常）、虎皮楠長喙天蛾（常）、黑星紫金牛（常）			台東縣	one	middle	當天來回＆1000m-3000m	1,1,1,1	1	1	1	1		0,0,0	0	0	0	https://mountain.cpami.gov.tw/	doulanshan1	doulanshan1: [doulanshan1webp, doulanshan1],	/ 山上的普悠瑪祭壇 / 攝影：柯政祥 /	doulanshan2	doulanshan2: [doulanshan2webp, doulanshan2],	/ 山頂三角點 / 攝影：柯政祥 / 	doulanshan3	doulanshan3: [doulanshan3webp, doulanshan3],	/ 山勢連綿的美人山 / 攝影：黃愛達 /	doulanshan4	doulanshan4: [doulanshan4webp, doulanshan4],	/ 生命力旺盛的森林 / 攝影：黃愛達 /	doulanshan5	doulanshan5: [doulanshan5webp, doulanshan5],	/ 於途中眺望東面的太平洋 / 攝影：柯政祥 /	doulanshan6	doulanshan6: [doulanshan6webp, doulanshan6],	/ 雲霧繚繞的中海拔森林 / 攝影：黃愛達 /		: ,			: ,			: ,			: ,		https://hikingbook.net/trails/XXm62fNQTbCezKU3491bIwA
第二波	七星山	qixingshan	orange	bgOrange	橘	有方向感	因其地理位置及附近的七座山頭，致使這座山成為「白天的北斗七星」，指引人們生活；據說清朝時的北門與西門兩城門間的城牆線是對準七星山建立的。	有味道	七星山因為屬於火山，山上著名的景點「小油坑」為火山噴氣口，附近會飄出濃濃的硫磺味，也因而有著名的「陽明山溫泉」。	七星山為火山，當時因劇烈的火山活動噴出大量岩漿，冷卻凝固後於附近形成七個大小不同的山峰，又因其位於台北的北方，有如北斗七星般而得其名。		山中神秘金字塔？	"據新聞指出，有一專門研究外星人的博士表示：七星山可能有金字塔遺址。
山上有一座山丘，昔為凱達格蘭族的聖山，有學者指出這座小山可能是人工堆砌而成、附近也存在許多神秘遺址，歷史可能較埃及金字塔更為久遠。
不過實際情形為何，仍須待學者持續研究才可得知結果。"	"臺灣黑熊
1000-2000m山代表"	"冠羽畫眉
1000-2000m山代表"	"呂氏攀蜥
1000-2000m山代表"	"莫氏樹蛙
1000-2000m山代表"	"臺灣長臂金龜
1000-2000m山代表"	赤腹松鼠（常）、山羌（常）、白鼻心（常）	竹雞（常）、赤腹山雀（常）、黑枕藍鶲（常）	茶斑蛇（常）、過山刀（常）、赤尾青竹絲（常）	台北樹蛙（常）、澤蛙（常）、長腿赤蛙（常）	姬蛇目蝶（常）、青斑蝶（常）、水青粉蝶（常）	七星山是天然的地質教室，小油坑、大油坑、夢幻湖、冷水坑，都是認識火山地形的絕佳處所。一年四季均可登上山頂，並以360度的視野全覽北市、北海岸等地。	all	台北市	one	middle	當天來回＆1000m-3000m	1,1,1,1	1	1	1	1		0,0,0	0	0	0	https://mountain.cpami.gov.tw/	qixingshan1	qixingshan1: [qixingshan1webp, qixingshan1],	/ 遙望七星山 / 攝影：宇宙浪人工作室 /	qixingshan2	qixingshan2: [qixingshan2webp, qixingshan2],	/ 由小油坑起登處 / 攝影：宇宙浪人工作室 /	qixingshan3	qixingshan3: [qixingshan3webp, qixingshan3],	/ 秋天芒花季的山區 / 攝影：宇宙浪人工作室 /	qixingshan4	qixingshan4: [qixingshan4webp, qixingshan4],	/ 秋天的七星山 / 攝影：宇宙浪人工作室 /	qixingshan5	qixingshan5: [qixingshan5webp, qixingshan5],	/ 通往山頂的路徑 / 攝影：宇宙浪人工作室 /	qixingshan6	qixingshan6: [qixingshan6webp, qixingshan6],	/ 臺北市最高峰就在不遠處 / 攝影：宇宙浪人工作室 /		: [webp, ],			: ,			: ,			: ,		https://hikingbook.net/trails/90z90d891UzRgi99QOKrGkWDsQ
第一波	聖母登山（抹茶山）	shengmudengshan	green	bgGreen	綠	像甜點	一位日本攝影師－小林賢伍，在ＩＧ上分享了登頂照片並寫下「台灣の抹茶冰淇淋山」，瞬間使五峰旗山擠滿了人潮紛紛朝聖。	軟萌	山巒起伏的樣子，就像是一群正在緩緩移動的羊群，綿綿軟軟。	其實抹茶山原名不叫抹茶山，而抹茶山的原名有兩種說法：因步道途中可見著名的五峰旗瀑布，因而認為是五峰旗山；另一派則以步道最終點定義其為三角崙山。		台灣也有聖母峰？	"位於步道終點的聖母山莊，是由義大利籍的巴瑞修士在多次攀登五峰旗山後，在 1979 年號召山友搭建而成。
而後，有傳聞指稱曾有趕路的山友在聖母山莊曾看到聖母顯靈，引導登山客安全下山，因此在顯靈之處搭建了聖母亭作為紀念，而有聖母山之別稱。"	"白鼻心
500-1000m山代表"	"繡眼畫眉
500-1000m山代表"	"百步蛇
500-1000m山代表"	"面天樹蛙
500-1000m山代表"	"大紫蛺蝶
500-1000m山代表"	臺灣獼猴（常）	繡眼畫眉（常）、赤腹山雀（常）、五色鳥（常）	龜殼花（常）、麗紋石龍子（常）、赤尾青竹絲（常）	盤古蟾蜍（常）、褐樹蛙（特）	紅紋沐蟬（常）、虹彩叩頭蟲（常）、大鳳蝶（常）			宜蘭縣	one	middle	當天來回＆1000m-3000m	1,1,1,1	1	1	1	1		0,0,0	0	0	0	https://mountain.cpami.gov.tw/	shengmudengshan1	shengmudengshan1: [shengmudengshan1webp, shengmudengshan1],	/ 由山頂看向蜿蜒的步道 / 攝影：柯政祥 /	shengmudengshan2	shengmudengshan2: [shengmudengshan2webp, shengmudengshan2],	/ 通往三角崙山的路上回望聖母山莊 / 攝影：柯政祥 /	shengmudengshan3	shengmudengshan3: [shengmudengshan3webp, shengmudengshan3],	/ 聖母山莊 / 攝影：柯政祥 /	shengmudengshan4	shengmudengshan4: [shengmudengshan4webp, shengmudengshan4],	/ 翠綠的山峰連綿至遠方 / 攝影：柯政祥 /	shengmudengshan5	shengmudengshan5: [shengmudengshan5webp, shengmudengshan5],	/ 於山頂遠眺延伸的山峰 / 攝影：山女孩MelissaxMao冒險生活 /	shengmudengshan6	shengmudengshan6: [shengmudengshan6webp, shengmudengshan6],	/ 峰峰相連的山巒 / 攝影：山女孩MelissaxMao冒險生活 /		: ,			: ,			: ,			: ,		https://hikingbook.net/trails/L2CkMVIcTWGTdob99DM65NQ
第一波	六十石山	liushishishan	green	bgGreen	綠	歐風	六十石山坡上有紅瓦農舍點綴於期間，且山頂可一覽花東縱谷的風貌，再加上中海拔舒適涼爽的氣候，猶如瑞士風情，故又有「台灣小瑞士」之稱。	金黃	六十石山8-9月為金針花季，滿滿的一片花海，就像鋪上了金黃的地毯般。	「六十石」由來有兩說法：	"1. 日治時期每甲地平均收成只有四至五十時，但這一代卻可産出六十石稻穀，因而得名。
2. 此處原為樟樹林，為煉製樟腦而被砍伐一空，後在空曠的山坡上發現六十塊巨大石頭。"	富含療效的山？	"六十石山曾被稱為「藥山」，據說種植在山上的植物都具有療效，可以讓病人服用，即可恢復健康，金針花即是其中一種。
因此，由於藥山傳說的渲染，及當地農會鼓勵採用無毒、有機的栽種方式，致使得當地的金針花因而聞名。"	"白鼻心
500-1000m山代表"	"繡眼畫眉
500-1000m山代表"	"百步蛇
500-1000m山代表"	"面天樹蛙
500-1000m山代表"	"大紫蛺蝶
500-1000m山代表"	臺灣野兔（常）、山羌（常）、白鼻心（常）	大彎嘴（常）、烏頭翁（常）、大冠鷲（常）	斯文豪氏攀蜥（特）、臭青公（常）、過山刀（常）	澤蛙（常）、莫氏樹蛙（常）、艾氏赤蛙（常）	台灣三線蝶（常）、大鳳蝶（常）、薄翅蜻蜓（常）	每年8～9月為金針花季，吸引大批民眾前往賞花。	8,9	花蓮縣	one	low	當天來回＆1000m以下	1,1,1,1	1	1	1	1		0,0,0	0	0	0	https://mountain.cpami.gov.tw/	liushishishan1	liushishishan1: [liushishishan1webp, liushishishan1],	/ 六十石山與花東縱谷 / 攝影：廖妘甄 /	liushishishan2	liushishishan2: [liushishishan2webp, liushishishan2],	/ 夏秋之交將開滿金針花 / 攝影：廖妘甄 /	liushishishan3	liushishishan3: [liushishishan3webp, liushishishan3],	/ 眺望花東縱谷 / 攝影：廖妘甄 /	liushishishan4	liushishishan4: [liushishishan4webp, liushishishan4],	/ 被稱作「小瑞士」一景 / 攝影：廖妘甄 /	liushishishan5	liushishishan5: [liushishishan5webp, liushishishan5],	/ 被稱作「小瑞士」一景(1) / 攝影：廖妘甄 /		: [webp, ],			: ,			: ,			: ,			: ,		https://hikingbook.net/trails/91tMO791A1TayQsdDAYypHyA
第二波	崁頭山	kantoushan	green	bgGreen	綠	仙氣	崁頭山三面皆鄰近水庫，西邊迎向臺灣海峽上升氣流，秋冬午後經常有雲霧繚繞；且先民入此一代墾殖時，有感於此地之山靈水氣，即設一祠堂於此，侍奉呂洞賓仙公。	多巨石	崁頭山上有許多天然的特殊巨石，如乾寶塔爐、石蟾蜍及情人石，在不到 1000 公尺的山上能有這樣的景觀，可見其魅力無窮！	"在范咸的《重修臺灣府志》一書中即有記載：「嵌頭山：在縣治東南四十里」，但並未指出名稱由何而起。
也有人說：崁頭山的山腳下有一座「青山仙公廟」，其中有一尊神像的額頭特別大，可能與「崁頭」的意義相關。"		渾然天成的石塔	"「乾寶塔爐」為崁頭山步道上的特殊景觀，是由巨大的岩石風化後呈現蜂窩狀，外形酷似一座寶塔。
根據傳聞指稱：在清晨時，塔爐會有煙霧裊裊而升，但是否有人見得，則不得而知。"	"白鼻心
500-1000m山代表"	"繡眼畫眉
500-1000m山代表"	"百步蛇
500-1000m山代表"	"面天樹蛙
500-1000m山代表"	"大紫蛺蝶
500-1000m山代表"	赤腹松鼠（常）、刺鼠（常）、巢鼠（常）	竹雞（常）、五色鳥（常）、小彎嘴畫眉（常）	赤尾青竹絲（常）、斯文豪氏攀蜥（特）、鉛山壁虎（常）	梭德氏赤蛙（常）、拉都希氏赤蛙（常）、莫氏樹蛙（常）	高砂熊蟬（常）、臺灣騷蟬（常）、臺灣紋白蝶（常）			台南市	one	low	當天來回＆1000m以下	1,1,1,1	1	1	1	1		0,0,0	0	0	0	https://mountain.cpami.gov.tw/	kantoushan1	kantoushan1: [kantoushan1webp, kantoushan1],	/ 步道一景「石蟾蜍」/ 攝影：@zkc26 /	kantoushan2	kantoushan2: [kantoushan2webp, kantoushan2],	/ 步道一景「情人石」/ 攝影：@zkc26 /	kantoushan3	kantoushan3: [kantoushan3webp, kantoushan3],	/ 眺望枕頭山 / 攝影：@zkc26 /		: [webp, ],			: [webp, ],			: [webp, ],			: [webp, ],			: ,			: ,			: ,		https://hikingbook.net/trails/IToC5CTlRuKeh2kXSOxU3A
第二波	鵲子山	quezishan	green	bgGreen	綠	清朝	鵲子山的形狀似清朝的官帽，呈現鳳頭形狀，因而得「紗帽山」、「鳳頭山」之名。	鋒利	鵲子山的入口處有一大片芒草林，主要是因為造林未見成果，最終只有芒草存活下來。經過這一段路時，要小心被芒草割傷，也要小心曝曬的陽光，即可見得美景。	"因山形似官帽，早期以台語稱呼「擴仔山」或「鵠仔山」，清朝稱為「鳳頭山」、「紗帽山」；而在日治時期的地圖將其標示為「鴻仔山」，又因山形似富士山，有「礁溪富士山」之稱。
至於現今所稱之「鵲子山」之名從何而來，有一說是筆誤，有一說某個角度遠看似鳥、清晨山中也有鳥叫聲。"		現代「山歌」	"返鄉的青年黃萱儀，將阿嬤的老厝變成文創基地，並為在地生活創作了許多歌曲，「礁溪的鴻仔山」就是其中一首。
整首歌以鵲子山山名由來為主要內容，結合歷史情境，十分動人！"	"白鼻心
500-1000m山代表"	"繡眼畫眉
500-1000m山代表"	"百步蛇
500-1000m山代表"	"面天樹蛙
500-1000m山代表"	"大紫蛺蝶
500-1000m山代表"	巢鼠（常）、鼬獾（常）、刺鼠（常）	五色鳥（常）、樹鵲（常）、白頭翁（常）	鉛山壁虎（常）、印度蜓蜥（常）、麗紋石龍子（常）	澤蛙（常）、黑眶蟾蜍（常）、拉都希氏赤蛙（常）	臺灣單帶蛺蝶（常）、白痣珈蟌（常）、大盾背椿象（常）	一年四季均可登山，登上稜線後視野變遼闊，可眺望宜蘭的海岸線及龜山島。	all	宜蘭縣	one	low	當天來回＆1000m以下	1,1,1,1	1	1	1	1		0,0,0	0	0	0	https://mountain.cpami.gov.tw/	quezishan1	quezishan1: [quezishan1webp, quezishan1],	/ 秋末芒花盛開 / 攝影：@sheng /	quezishan2	quezishan2: [quezishan2webp, quezishan2],	/ 步道芒花一景 / 攝影：@sheng /	quezishan3	quezishan3: [quezishan3webp, quezishan3],	/ 龜山島清楚可見 / 攝影：@sheng /		: [webp, ],			: [webp, ],			: [webp, ],			: [webp, ],			: ,			: ,			: ,		https://hikingbook.net/trails/Eb991dIf7QuKoKOb6E99mU7w
第二波	笠頂山	lidingshan	green	bgGreen	綠	公務員	"據說來笠頂山的登山客有一特色——大多都是「公務員」，他們會三五成群組團來健行，也因此笠頂山又有
「公教山」、「公務員山」之稱。"	同樂會	因為山的高度及爬行路線平易近人，因此沿途可見由山友自行搭建而成的「山友亭」，提供常來的山友除了爬山之外，還能喝茶聊是非的遮蔭之處。	笠頂山，原稱為「笠置山」，山名由來有二說法：	"1. 山形遠看似一頂斗笠而得名。
2. 日治時期設置三角點時以附近的部落「瑪家」為名，並將其轉化為漢字，因此「真笠」即是漢化版的「瑪家」；而「笠置山」也是由翻譯而來的。而後稱為笠頂山，主要是因為誤傳及用語習慣不同而導致。"	滿山的高級別墅？	山友自行搭建的涼亭，有的只是搭個篷子、有的搭得像高級露營區，且部分還準備了卡拉OK，附近也有小型的販賣所，甚至建有「六星級廁所」，難怪許多人會在假日上山渡假，讓笠頂山成為南部熱門的山景點。	"白鼻心
500-1000m山代表"	"繡眼畫眉
500-1000m山代表"	"百步蛇
500-1000m山代表"	"面天樹蛙
500-1000m山代表"	"大紫蛺蝶
500-1000m山代表"	大赤鼯鼠（常）、白鼻心（常）、臺灣獼猴（常）	綠繡眼（常）、金背鳩（常）、麻雀（常）	鉛山壁虎（常）、印度蜓蜥（常）、麗紋石龍子（常）	澤蛙（常）、黑眶蟾蜍（常）、拉都希氏赤蛙（常）	大鳳蝶（常）、玉帶鳳蝶（常）、樺斑蝶（常）			屏東縣	one	low	當天來回＆1000m以下	1,1,1,1	1	1	1	1		0,0,0	0	0	0	https://mountain.cpami.gov.tw/	lidingshan1	lidingshan1: [lidingshan1webp, lidingshan1],	/ 山頂良好的展望 / 攝影：羅韻 /	lidingshan2	lidingshan2: [lidingshan2webp, lidingshan2],	/ 路徑上有名的「抉擇樹」/ 攝影：33爬山 /	lidingshan3	lidingshan3: [lidingshan3webp, lidingshan3],	/ 步道沿著溪畔而行 / 攝影：33爬山 /	lidingshan4	lidingshan4: [lidingshan4webp, lidingshan4],	/ 行經平緩路徑 / 攝影：33爬山 /		: [webp, ],			: [webp, ],			: [webp, ],			: ,			: ,			: ,		https://hikingbook.net/trails/as2a08DpRUm0cBkbhFcCQA
